Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite3,Edge Chromium 124,,,18-05-2024 14:38:29,18-05-2024 14:39:54,1m - 25.546s,PASSED
,,,,,,,
Test Cases/TestCase1,Edge Chromium 124,,,18-05-2024 14:38:30,18-05-2024 14:39:20,50.427s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 14:38:31,18-05-2024 14:39:04,32.523s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 14:39:04,18-05-2024 14:39:20,16.531s,PASSED
,,,,,,,
Test Cases/TestCase2,Edge Chromium 124,,,18-05-2024 14:39:20,18-05-2024 14:39:42,21.411s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 14:39:21,18-05-2024 14:39:31,10.682s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 14:39:31,18-05-2024 14:39:42,10.672s,PASSED
,,,,,,,
Test Cases/TestCase3,Edge Chromium 124,,,18-05-2024 14:39:42,18-05-2024 14:39:54,12.490s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 14:39:42,18-05-2024 14:39:53,10.763s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 14:39:53,18-05-2024 14:39:54,1.638s,PASSED
