Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite9,Edge Chromium 124,,,18-05-2024 18:12:29,18-05-2024 18:13:33,1m - 3.113s,PASSED
,,,,,,,
Test Cases/TestCase1,Edge Chromium 124,,,18-05-2024 18:12:30,18-05-2024 18:12:39,9.364s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:12:30,18-05-2024 18:12:38,7.518s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:12:38,18-05-2024 18:12:39,1.318s,PASSED
,,,,,,,
Test Cases/TestCase2,Edge Chromium 124,,,18-05-2024 18:12:39,18-05-2024 18:12:46,6.364s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:12:39,18-05-2024 18:12:44,5.110s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:12:44,18-05-2024 18:12:46,1.224s,PASSED
,,,,,,,
Test Cases/TestCase3,Edge Chromium 124,,,18-05-2024 18:12:46,18-05-2024 18:12:53,6.976s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:12:46,18-05-2024 18:12:51,5.623s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:12:51,18-05-2024 18:12:53,1.324s,PASSED
,,,,,,,
Test Cases/TestCase4,Edge Chromium 124,,,18-05-2024 18:12:53,18-05-2024 18:12:59,6.729s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:12:53,18-05-2024 18:12:58,5.462s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:12:58,18-05-2024 18:12:59,1.237s,PASSED
,,,,,,,
Test Cases/TestCase5,Edge Chromium 124,,,18-05-2024 18:12:59,18-05-2024 18:13:06,6.482s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:12:59,18-05-2024 18:13:05,5.225s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:13:05,18-05-2024 18:13:06,1.232s,PASSED
,,,,,,,
Test Cases/TestCase6,Edge Chromium 124,,,18-05-2024 18:13:06,18-05-2024 18:13:13,6.922s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:13:06,18-05-2024 18:13:11,5.654s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:13:11,18-05-2024 18:13:13,1.239s,PASSED
,,,,,,,
Test Cases/TestCase7,Edge Chromium 124,,,18-05-2024 18:13:13,18-05-2024 18:13:20,6.835s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:13:13,18-05-2024 18:13:18,5.566s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:13:18,18-05-2024 18:13:20,1.246s,PASSED
,,,,,,,
Test Cases/TestCase8,Edge Chromium 124,,,18-05-2024 18:13:20,18-05-2024 18:13:26,6.629s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:13:20,18-05-2024 18:13:25,5.368s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:13:25,18-05-2024 18:13:26,1.236s,PASSED
,,,,,,,
Test Cases/TestCase9,Edge Chromium 124,,,18-05-2024 18:13:26,18-05-2024 18:13:33,6.435s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:13:26,18-05-2024 18:13:31,5.174s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:13:31,18-05-2024 18:13:33,1.238s,PASSED
