Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite10,,,,24-05-2024 12:18:40,24-05-2024 12:20:20,1m - 39.522s,FAILED
,,,,,,,
Test Cases/TestCase1,,,,24-05-2024 12:18:58,24-05-2024 12:19:01,2.746s,FAILED
"openBrowser("""")",,,,24-05-2024 12:18:58,24-05-2024 12:19:01,2.692s,FAILED
,,,,,,,
Test Cases/TestCase10,,,,24-05-2024 12:19:09,24-05-2024 12:19:12,2.797s,FAILED
"openBrowser("""")",,,,24-05-2024 12:19:09,24-05-2024 12:19:12,2.762s,FAILED
,,,,,,,
Test Cases/TestCase2,,,,24-05-2024 12:19:20,24-05-2024 12:19:23,3.013s,FAILED
"openBrowser("""")",,,,24-05-2024 12:19:20,24-05-2024 12:19:23,2.982s,FAILED
,,,,,,,
Test Cases/TestCase3,,,,24-05-2024 12:19:29,24-05-2024 12:19:30,1.670s,FAILED
"openBrowser("""")",,,,24-05-2024 12:19:29,24-05-2024 12:19:30,1.646s,FAILED
,,,,,,,
Test Cases/TestCase4,,,,24-05-2024 12:19:35,24-05-2024 12:19:37,1.626s,FAILED
"openBrowser("""")",,,,24-05-2024 12:19:35,24-05-2024 12:19:37,1.598s,FAILED
,,,,,,,
Test Cases/TestCase5,,,,24-05-2024 12:19:47,24-05-2024 12:19:48,1.692s,FAILED
"openBrowser("""")",,,,24-05-2024 12:19:47,24-05-2024 12:19:48,1.677s,FAILED
,,,,,,,
Test Cases/TestCase7,,,,24-05-2024 12:19:54,24-05-2024 12:19:56,1.896s,FAILED
"openBrowser("""")",,,,24-05-2024 12:19:54,24-05-2024 12:19:56,1.868s,FAILED
,,,,,,,
Test Cases/TestCase6,,,,24-05-2024 12:20:02,24-05-2024 12:20:04,2.028s,FAILED
"openBrowser("""")",,,,24-05-2024 12:20:02,24-05-2024 12:20:04,2.002s,FAILED
,,,,,,,
Test Cases/TestCase8,,,,24-05-2024 12:20:10,24-05-2024 12:20:12,2.280s,FAILED
"openBrowser("""")",,,,24-05-2024 12:20:10,24-05-2024 12:20:12,2.257s,FAILED
,,,,,,,
Test Cases/TestCase9,,,,24-05-2024 12:20:18,24-05-2024 12:20:20,1.731s,FAILED
"openBrowser("""")",,,,24-05-2024 12:20:18,24-05-2024 12:20:20,1.710s,FAILED
