Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite8,Edge Chromium 124,,,18-05-2024 18:11:25,18-05-2024 18:12:21,56.310s,PASSED
,,,,,,,
Test Cases/TestCase1,Edge Chromium 124,,,18-05-2024 18:11:25,18-05-2024 18:11:35,9.265s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:11:26,18-05-2024 18:11:33,7.484s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:11:33,18-05-2024 18:11:35,1.333s,PASSED
,,,,,,,
Test Cases/TestCase2,Edge Chromium 124,,,18-05-2024 18:11:35,18-05-2024 18:11:41,6.417s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:11:35,18-05-2024 18:11:40,5.131s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:11:40,18-05-2024 18:11:41,1.236s,PASSED
,,,,,,,
Test Cases/TestCase3,Edge Chromium 124,,,18-05-2024 18:11:41,18-05-2024 18:11:48,6.720s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:11:41,18-05-2024 18:11:47,5.451s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:11:47,18-05-2024 18:11:48,1.243s,PASSED
,,,,,,,
Test Cases/TestCase4,Edge Chromium 124,,,18-05-2024 18:11:48,18-05-2024 18:11:55,6.746s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:11:48,18-05-2024 18:11:53,5.503s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:11:53,18-05-2024 18:11:55,1.219s,PASSED
,,,,,,,
Test Cases/TestCase5,Edge Chromium 124,,,18-05-2024 18:11:55,18-05-2024 18:12:01,6.867s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:11:55,18-05-2024 18:12:00,5.597s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:12:00,18-05-2024 18:12:01,1.242s,PASSED
,,,,,,,
Test Cases/TestCase6,Edge Chromium 124,,,18-05-2024 18:12:02,18-05-2024 18:12:08,6.792s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:12:02,18-05-2024 18:12:07,5.498s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:12:07,18-05-2024 18:12:08,1.261s,PASSED
,,,,,,,
Test Cases/TestCase7,Edge Chromium 124,,,18-05-2024 18:12:08,18-05-2024 18:12:15,6.647s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:12:08,18-05-2024 18:12:14,5.403s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:12:14,18-05-2024 18:12:15,1.216s,PASSED
,,,,,,,
Test Cases/TestCase8,Edge Chromium 124,,,18-05-2024 18:12:15,18-05-2024 18:12:21,6.526s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 18:12:15,18-05-2024 18:12:20,5.294s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 18:12:20,18-05-2024 18:12:21,1.209s,PASSED
