Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SauceDemo,Chrome 125.0.0.0,,,25-05-2024 21:01:16,25-05-2024 21:03:47,2m - 30.482s,PASSED
,,,,,,,
Test Cases/verifyLoginBtn,Chrome 125.0.0.0,,,25-05-2024 21:01:17,25-05-2024 21:01:31,14.166s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 21:01:17,25-05-2024 21:01:29,11.501s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 21:01:29,25-05-2024 21:01:29,0.578s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""), 0)",Chrome 125.0.0.0,,,25-05-2024 21:01:29,25-05-2024 21:01:30,0.596s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 21:01:30,25-05-2024 21:01:31,0.841s,PASSED
,,,,,,,
Test Cases/verifyTitle,Chrome 125.0.0.0,,,25-05-2024 21:01:31,25-05-2024 21:01:43,12.401s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 21:01:31,25-05-2024 21:01:41,9.765s,PASSED
"navigateToUrl(""http://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 21:01:41,25-05-2024 21:01:42,1.278s,PASSED
title = getWindowTitle(),Chrome 125.0.0.0,,,25-05-2024 21:01:42,25-05-2024 21:01:42,0.133s,PASSED
"verifyEqual(title, ""Swag Labs"")",Chrome 125.0.0.0,,,25-05-2024 21:01:42,25-05-2024 21:01:42,0.088s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 21:01:42,25-05-2024 21:01:43,0.845s,PASSED
,,,,,,,
Test Cases/verifyURL,Chrome 125.0.0.0,,,25-05-2024 21:01:43,25-05-2024 21:01:50,6.967s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 21:01:43,25-05-2024 21:01:49,5.056s,PASSED
"navigateToUrl(""http://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 21:01:49,25-05-2024 21:01:50,1.020s,PASSED
url = getUrl(),Chrome 125.0.0.0,,,25-05-2024 21:01:50,25-05-2024 21:01:50,0.056s,PASSED
"verifyEqual(url, ""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 21:01:50,25-05-2024 21:01:50,0.006s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 21:01:50,25-05-2024 21:01:50,0.551s,PASSED
,,,,,,,
Test Cases/verifyUsername,Chrome 125.0.0.0,,,25-05-2024 21:01:50,25-05-2024 21:02:54,1m - 3.469s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 21:01:50,25-05-2024 21:02:53,1m - 2.293s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 21:02:53,25-05-2024 21:02:53,0.173s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/div_Accepted usernames are                s_40dcc1""), 0)",Chrome 125.0.0.0,,,25-05-2024 21:02:53,25-05-2024 21:02:53,0.206s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 21:02:53,25-05-2024 21:02:54,0.631s,PASSED
,,,,,,,
