Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite7,,,,24-05-2024 12:24:22,24-05-2024 12:25:33,1m - 11.038s,FAILED
,,,,,,,
Test Cases/TestCase1,,,,24-05-2024 12:24:37,24-05-2024 12:24:39,2.299s,FAILED
"openBrowser("""")",,,,24-05-2024 12:24:37,24-05-2024 12:24:39,2.238s,FAILED
,,,,,,,
Test Cases/TestCase2,,,,24-05-2024 12:24:46,24-05-2024 12:24:48,2.266s,FAILED
"openBrowser("""")",,,,24-05-2024 12:24:46,24-05-2024 12:24:48,2.219s,FAILED
,,,,,,,
Test Cases/TestCase3,,,,24-05-2024 12:24:55,24-05-2024 12:24:57,2.202s,FAILED
"openBrowser("""")",,,,24-05-2024 12:24:55,24-05-2024 12:24:57,2.149s,FAILED
,,,,,,,
Test Cases/TestCase4,,,,24-05-2024 12:25:03,24-05-2024 12:25:06,2.134s,FAILED
"openBrowser("""")",,,,24-05-2024 12:25:03,24-05-2024 12:25:06,2.092s,FAILED
,,,,,,,
Test Cases/TestCase5,,,,24-05-2024 12:25:12,24-05-2024 12:25:14,2.090s,FAILED
"openBrowser("""")",,,,24-05-2024 12:25:12,24-05-2024 12:25:14,2.050s,FAILED
,,,,,,,
Test Cases/TestCase6,,,,24-05-2024 12:25:21,24-05-2024 12:25:23,2.476s,FAILED
"openBrowser("""")",,,,24-05-2024 12:25:21,24-05-2024 12:25:23,2.431s,FAILED
,,,,,,,
Test Cases/TestCase7,,,,24-05-2024 12:25:30,24-05-2024 12:25:33,2.283s,FAILED
"openBrowser("""")",,,,24-05-2024 12:25:30,24-05-2024 12:25:33,2.234s,FAILED
