Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite5,Edge Chromium 124,,,18-05-2024 14:38:32,18-05-2024 14:41:13,2m - 40.620s,PASSED
,,,,,,,
Test Cases/TestCase1,Edge Chromium 124,,,18-05-2024 14:38:33,18-05-2024 14:39:55,1m - 21.386s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 14:38:34,18-05-2024 14:39:11,36.667s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 14:39:11,18-05-2024 14:39:55,43.960s,PASSED
,,,,,,,
Test Cases/TestCase2,Edge Chromium 124,,,18-05-2024 14:39:55,18-05-2024 14:40:05,10.887s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 14:39:55,18-05-2024 14:40:02,7.834s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 14:40:02,18-05-2024 14:40:05,2.995s,PASSED
,,,,,,,
Test Cases/TestCase3,Edge Chromium 124,,,18-05-2024 14:40:05,18-05-2024 14:40:38,32.489s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 14:40:05,18-05-2024 14:40:17,11.216s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 14:40:17,18-05-2024 14:40:38,21.225s,PASSED
,,,,,,,
Test Cases/TestCase4,Edge Chromium 124,,,18-05-2024 14:40:38,18-05-2024 14:40:59,21.364s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 14:40:38,18-05-2024 14:40:52,14.116s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 14:40:52,18-05-2024 14:40:59,7.211s,PASSED
,,,,,,,
Test Cases/TestCase5,Edge Chromium 124,,,18-05-2024 14:40:59,18-05-2024 14:41:13,13.579s,PASSED
"openBrowser("""")",Edge Chromium 124,,,18-05-2024 14:40:59,18-05-2024 14:41:11,11.594s,PASSED
closeBrowser(),Edge Chromium 124,,,18-05-2024 14:41:11,18-05-2024 14:41:13,1.951s,PASSED
