Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SauceDemo,Chrome 125.0.0.0,,,25-05-2024 20:50:13,25-05-2024 20:53:59,3m - 45.694s,PASSED
,,,,,,,
Test Cases/verifyLoginBtn,Chrome 125.0.0.0,,,25-05-2024 20:50:13,25-05-2024 20:50:24,10.644s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 20:50:14,25-05-2024 20:50:22,8.286s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 20:50:22,25-05-2024 20:50:23,0.756s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""), 0)",Chrome 125.0.0.0,,,25-05-2024 20:50:23,25-05-2024 20:50:23,0.351s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 20:50:23,25-05-2024 20:50:24,0.686s,PASSED
,,,,,,,
Test Cases/verifyTitle,Chrome 125.0.0.0,,,25-05-2024 20:50:24,25-05-2024 20:50:32,7.622s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 20:50:24,25-05-2024 20:50:29,5.093s,PASSED
"navigateToUrl(""http://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 20:50:29,25-05-2024 20:50:31,1.316s,PASSED
title = getWindowTitle(),Chrome 125.0.0.0,,,25-05-2024 20:50:31,25-05-2024 20:50:31,0.083s,PASSED
"verifyEqual(title, ""Swag Labs"")",Chrome 125.0.0.0,,,25-05-2024 20:50:31,25-05-2024 20:50:31,0.112s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 20:50:31,25-05-2024 20:50:32,0.705s,PASSED
,,,,,,,
Test Cases/verifyURL,Chrome 125.0.0.0,,,25-05-2024 20:50:32,25-05-2024 20:50:40,7.937s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 20:50:32,25-05-2024 20:50:38,5.810s,PASSED
"navigateToUrl(""http://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 20:50:38,25-05-2024 20:50:39,1.096s,PASSED
url = getUrl(),Chrome 125.0.0.0,,,25-05-2024 20:50:39,25-05-2024 20:50:39,0.067s,PASSED
"verifyEqual(url, ""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 20:50:39,25-05-2024 20:50:39,0.006s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 20:50:39,25-05-2024 20:50:40,0.706s,PASSED
,,,,,,,
Test Cases/verifyUsername,Chrome 125.0.0.0,,,25-05-2024 20:50:40,25-05-2024 20:50:49,9.042s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 20:50:40,25-05-2024 20:50:47,7.221s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 20:50:47,25-05-2024 20:50:48,1.112s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/div_Accepted usernames are                s_40dcc1""), 0)",Chrome 125.0.0.0,,,25-05-2024 20:50:48,25-05-2024 20:50:48,0.099s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 20:50:48,25-05-2024 20:50:49,0.402s,PASSED
,,,,,,,
Test Cases/verifyPassword,Chrome 125.0.0.0,,,25-05-2024 20:50:49,25-05-2024 20:50:56,7.044s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 20:50:49,25-05-2024 20:50:54,5.122s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 20:50:54,25-05-2024 20:50:55,0.945s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/div_Password for all users                s_477655""), 0)",Chrome 125.0.0.0,,,25-05-2024 20:50:55,25-05-2024 20:50:55,0.183s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 20:50:55,25-05-2024 20:50:56,0.667s,PASSED
,,,,,,,
Test Cases/VerifyLogin,Chrome 125.0.0.0,,,25-05-2024 20:50:56,25-05-2024 20:51:05,9.258s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 20:50:56,25-05-2024 20:51:01,5.369s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 20:51:01,25-05-2024 20:51:02,0.700s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""standard_user"")",Chrome 125.0.0.0,,,25-05-2024 20:51:02,25-05-2024 20:51:03,0.730s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_3423e9""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 125.0.0.0,,,25-05-2024 20:51:03,25-05-2024 20:51:03,0.373s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Chrome 125.0.0.0,,,25-05-2024 20:51:03,25-05-2024 20:51:04,0.911s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/div_Products""), ""Products"")",Chrome 125.0.0.0,,,25-05-2024 20:51:04,25-05-2024 20:51:04,0.224s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 20:51:04,25-05-2024 20:51:05,0.737s,PASSED
,,,,,,,
Test Cases/VerifyInvalidLogin,Chrome 125.0.0.0,,,25-05-2024 20:51:05,25-05-2024 20:51:21,16.294s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 20:51:05,25-05-2024 20:51:19,14.260s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 20:51:19,25-05-2024 20:51:20,0.630s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""standard_user"")",Chrome 125.0.0.0,,,25-05-2024 20:51:20,25-05-2024 20:51:20,0.347s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_3423e9""), ""wwqXy82vnkA="")",Chrome 125.0.0.0,,,25-05-2024 20:51:20,25-05-2024 20:51:21,0.154s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Chrome 125.0.0.0,,,25-05-2024 20:51:21,25-05-2024 20:51:21,0.109s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/h3_Epic sadface Username and password do no_0e8909""), ""Epic sadface: Username and password do not match any user in this service"")",Chrome 125.0.0.0,,,25-05-2024 20:51:21,25-05-2024 20:51:21,0.095s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 20:51:21,25-05-2024 20:51:21,0.473s,PASSED
,,,,,,,
Test Cases/VerifyBlankPassword,Chrome 125.0.0.0,,,25-05-2024 20:53:25,25-05-2024 20:53:34,8.764s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 20:53:25,25-05-2024 20:53:32,7.078s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 20:53:32,25-05-2024 20:53:33,0.823s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""standard_user"")",Chrome 125.0.0.0,,,25-05-2024 20:53:33,25-05-2024 20:53:33,0.258s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Chrome 125.0.0.0,,,25-05-2024 20:53:33,25-05-2024 20:53:34,0.117s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/h3_Epic sadface Password is required""), ""Epic sadface: Password is required"")",Chrome 125.0.0.0,,,25-05-2024 20:53:34,25-05-2024 20:53:34,0.096s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 20:53:34,25-05-2024 20:53:34,0.357s,PASSED
,,,,,,,
Test Cases/verifyBlankUsernamePassword,Chrome 125.0.0.0,,,25-05-2024 20:53:34,25-05-2024 20:53:41,7.130s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 20:53:34,25-05-2024 20:53:40,5.449s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 20:53:40,25-05-2024 20:53:40,0.784s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Chrome 125.0.0.0,,,25-05-2024 20:53:40,25-05-2024 20:53:41,0.162s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Swag Labs/h3_Epic sadface Username is required""), ""Epic sadface: Username is required"")",Chrome 125.0.0.0,,,25-05-2024 20:53:41,25-05-2024 20:53:41,0.107s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 20:53:41,25-05-2024 20:53:41,0.497s,PASSED
,,,,,,,
Test Cases/verifyTwitterLink,Chrome 125.0.0.0,,,25-05-2024 20:53:41,25-05-2024 20:53:51,9.499s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 20:53:41,25-05-2024 20:53:48,6.306s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 20:53:48,25-05-2024 20:53:49,0.917s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""problem_user"")",Chrome 125.0.0.0,,,25-05-2024 20:53:49,25-05-2024 20:53:49,0.399s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_3423e9""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 125.0.0.0,,,25-05-2024 20:53:49,25-05-2024 20:53:49,0.280s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Chrome 125.0.0.0,,,25-05-2024 20:53:49,25-05-2024 20:53:50,0.471s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/li_Twitter""), 0)",Chrome 125.0.0.0,,,25-05-2024 20:53:50,25-05-2024 20:53:50,0.164s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 20:53:50,25-05-2024 20:53:51,0.771s,PASSED
,,,,,,,
Test Cases/verifyFacebookLink,Chrome 125.0.0.0,,,25-05-2024 20:53:51,25-05-2024 20:53:59,8.074s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 20:53:51,25-05-2024 20:53:56,5.018s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 20:53:56,25-05-2024 20:53:57,0.890s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""problem_user"")",Chrome 125.0.0.0,,,25-05-2024 20:53:57,25-05-2024 20:53:57,0.414s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_3423e9""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 125.0.0.0,,,25-05-2024 20:53:57,25-05-2024 20:53:58,0.294s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Chrome 125.0.0.0,,,25-05-2024 20:53:58,25-05-2024 20:53:58,0.453s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/li_Facebook""), 0)",Chrome 125.0.0.0,,,25-05-2024 20:53:58,25-05-2024 20:53:58,0.147s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 20:53:58,25-05-2024 20:53:59,0.637s,PASSED
