Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SauceDemo,Chrome 125.0.0.0,,,25-05-2024 20:54:41,25-05-2024 20:56:02,1m - 20.981s,PASSED
,,,,,,,
Test Cases/verifyLoginBtn,Chrome 125.0.0.0,,,25-05-2024 20:54:41,25-05-2024 20:54:51,9.894s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 20:54:42,25-05-2024 20:54:49,6.669s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 20:54:49,25-05-2024 20:54:50,1.387s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""), 0)",Chrome 125.0.0.0,,,25-05-2024 20:54:50,25-05-2024 20:54:50,0.378s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 20:54:50,25-05-2024 20:54:51,0.638s,PASSED
,,,,,,,
Test Cases/verifyTitle,Chrome 125.0.0.0,,,25-05-2024 20:54:51,25-05-2024 20:54:58,6.686s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 20:54:51,25-05-2024 20:54:55,4.106s,PASSED
"navigateToUrl(""http://www.saucedemo.com/v1/"")",Chrome 125.0.0.0,,,25-05-2024 20:54:55,25-05-2024 20:54:57,1.463s,PASSED
title = getWindowTitle(),Chrome 125.0.0.0,,,25-05-2024 20:54:57,25-05-2024 20:54:57,0.070s,PASSED
"verifyEqual(title, ""Swag Labs"")",Chrome 125.0.0.0,,,25-05-2024 20:54:57,25-05-2024 20:54:57,0.106s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 20:54:57,25-05-2024 20:54:58,0.660s,PASSED
,,,,,,,
Test Cases/verifyURL,Chrome 125.0.0.0,,,25-05-2024 20:54:58,25-05-2024 20:55:05,6.835s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 20:54:58,25-05-2024 20:55:03,4.555s,PASSED
