Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite8,,,,24-05-2024 12:25:43,24-05-2024 12:27:01,1m - 17.142s,FAILED
,,,,,,,
Test Cases/TestCase1,,,,24-05-2024 12:25:56,24-05-2024 12:25:59,2.861s,FAILED
"openBrowser("""")",,,,24-05-2024 12:25:56,24-05-2024 12:25:59,2.823s,FAILED
,,,,,,,
Test Cases/TestCase2,,,,24-05-2024 12:26:08,24-05-2024 12:26:10,1.895s,FAILED
"openBrowser("""")",,,,24-05-2024 12:26:08,24-05-2024 12:26:10,1.871s,FAILED
,,,,,,,
Test Cases/TestCase3,,,,24-05-2024 12:26:15,24-05-2024 12:26:18,2.452s,FAILED
"openBrowser("""")",,,,24-05-2024 12:26:15,24-05-2024 12:26:18,2.422s,FAILED
,,,,,,,
Test Cases/TestCase4,,,,24-05-2024 12:26:25,24-05-2024 12:26:27,2.051s,FAILED
"openBrowser("""")",,,,24-05-2024 12:26:25,24-05-2024 12:26:27,2.024s,FAILED
,,,,,,,
Test Cases/TestCase5,,,,24-05-2024 12:26:33,24-05-2024 12:26:35,1.990s,FAILED
"openBrowser("""")",,,,24-05-2024 12:26:33,24-05-2024 12:26:35,1.960s,FAILED
,,,,,,,
Test Cases/TestCase6,,,,24-05-2024 12:26:41,24-05-2024 12:26:43,2.163s,FAILED
"openBrowser("""")",,,,24-05-2024 12:26:41,24-05-2024 12:26:43,2.139s,FAILED
,,,,,,,
Test Cases/TestCase7,,,,24-05-2024 12:26:50,24-05-2024 12:26:52,2.154s,FAILED
"openBrowser("""")",,,,24-05-2024 12:26:50,24-05-2024 12:26:52,2.133s,FAILED
,,,,,,,
Test Cases/TestCase8,,,,24-05-2024 12:26:58,24-05-2024 12:27:01,2.156s,FAILED
"openBrowser("""")",,,,24-05-2024 12:26:58,24-05-2024 12:27:01,2.137s,FAILED
